"_id","RSN","YEAR_REGISTERED","YEAR_EVALUATED","YEAR_BUILT","PROPERTY_TYPE","WARD","WARDNAME","SITE_ADDRESS","CONFIRMED_STOREYS","CONFIRMED_UNITS","EVALUATION_COMPLETED_ON","SCORE","RESULTS_OF_SCORE","NO_OF_AREAS_EVALUATED","ENTRANCE_LOBBY","ENTRANCE_DOORS_WINDOWS","SECURITY","STAIRWELLS","LAUNDRY_ROOMS","INTERNAL_GUARDS_HANDRAILS","GARBAGE_CHUTE_ROOMS","GARBAGE_BIN_STORAGE_AREA","ELEVATORS","STORAGE_AREAS_LOCKERS","INTERIOR_WALL_CEILING_FLOOR","INTERIOR_LIGHTING_LEVELS","GRAFFITI","EXTERIOR_CLADDING","EXTERIOR_GROUNDS","EXTERIOR_WALKWAYS","BALCONY_GUARDS","WATER_PEN_EXT_BLDG_ELEMENTS","PARKING_AREA","OTHER_FACILITIES","GRID","LATITUDE","LONGITUDE","X","Y"
2375772,"4154009","2017","2020","1954","PRIVATE","08","Eglinton-Lawrence","107 ROSELAWN AVE","4","21","2020-10-28","76","Evaluation needs to be conducted in 2 years","15","4","4","4","4","4","4","N/A","4","N/A","N/A","4","3","5","3","3","4","N/A","4","3","N/A","N0833","43.71000827","-79.4024838056","312643.143","4840899.127"
2375773,"4153980","2017","2020","1959","PRIVATE","08","Eglinton-Lawrence","665 ROSELAWN AVE","5","87","2020-10-28","89","Evaluation needs to be conducted in 3 years","19","5","5","5","5","4","4","4","4","5","4","5","5","5","4","4","5","4","4","4","N/A","N0833","43.705178016","-79.425108275","310820.12","4840361.543"
2375774,"4155776","2017","2020","1967","PRIVATE","06","York Centre","35 CEDARCROFT BLVD","13","207","2020-10-28","71","Evaluation needs to be conducted in 2 years","19","3","4","5","2","3","3","3","4","5","N/A","3","4","5","3","3","3","3","4","3","4","N0622","43.7827450557","-79.4483048718","308945.574","4848976.441"
2375775,"4155337","2017","2020","1963","PRIVATE","02","Etobicoke Centre","1137 ROYAL YORK RD","10","122","2020-10-28","84","Evaluation needs to be conducted in 2 years","17","5","4","5","4","5","3","N/A","5","4","N/A","3","4","5","4","4","4","4","5","3","N/A","W0230","43.661225213","-79.515144165","303562.582","4835476.083"
2375776,"4232595","2017","2020","1963","PRIVATE","02","Etobicoke Centre","1139 ROYAL YORK RD","10","90","2020-10-28","85","Evaluation needs to be conducted in 2 years","17","5","4","5","4","5","3","N/A","5","4","N/A","3","4","5","4","4","4","4","5","4","N/A","W0230","43.661101768","-79.515869361","303504.092","4835462.384"
2375777,"4232598","2017","2020","1963","PRIVATE","02","Etobicoke Centre","1141 ROYAL YORK RD","10","91","2020-10-28","85","Evaluation needs to be conducted in 2 years","17","5","4","5","4","5","3","N/A","5","4","N/A","3","4","5","4","4","4","4","5","4","N/A","W0230","43.660764915","-79.516320063","303467.734","4835424.971"
2375778,"4153357","2017","2020","1930","PRIVATE","12","Toronto-St. Paul's","49 ST CLAIR AVE W","7","34","2020-10-28","79","Evaluation needs to be conducted in 2 years","17","4","4","5","3","4","3","3","4","3","4","4","3","5","5","4","4","N/A","5","N/A","N/A","S1238","43.6873687296","-79.3959379318","313173.803","4838384.509"
2375779,"4153442","2019","2020","1955","PRIVATE","13","Toronto Centre","256 SHERBOURNE ST","4","23","2020-10-28","77","Evaluation needs to be conducted in 2 years","15","4","4","4","4","4","3","N/A","3","N/A","N/A","4","3","5","4","4","4","N/A","4","4","N/A","S1328","43.6589253856","-79.3715946717","315141.167","4835227.328"
2375780,"4155927","2017","2020","1971","PRIVATE","01","Etobicoke North","10 WILLOWRIDGE RD","19","328","2020-10-28","69","Evaluation needs to be conducted in 2 years","18","3","4","5","2","3","2","4","3","4","N/A","3","3","5","3","3","4","5","3","3","N/A","W0137",NA,NA,"299268.886","4837017.142"
2375781,"4154647","2017","2020","1963","PRIVATE","06","York Centre","9 KINGSBRIDGE CRT","7","74","2020-10-28","82","Evaluation needs to be conducted in 2 years","18","5","5","5","4","4","4","3","4","4","N/A","4","4","5","3","4","4","5","4","3","N/A","N0624","43.7715767413","-79.4441039119","309284.542","4847735.908"
2375782,"4154464","2017","2020","1962","PRIVATE","07","Humber River-Black Creek","3700 KEELE ST","3","57","2020-10-28","73","Evaluation needs to be conducted in 2 years","18","3","4","3","4","4","4","N/A","3","3","4","3","4","5","3","4","4","3","5","3","N/A","W0731","43.7552410078","-79.4893788755","305639.91","4845919.621"
2375783,"4154463","2017","2020","1972","PRIVATE","07","Humber River-Black Creek","3710 KEELE ST","9","92","2020-10-28","68","Evaluation needs to be conducted in 2 years","19","3","3","3","4","4","4","3","3","3","2","3","3","5","4","4","4","3","4","3","N/A","W0731","43.7565404948","-79.489787514","305606.988","4846063.982"
2375784,"4153978","2017","2020","1965","PRIVATE","08","Eglinton-Lawrence","680 ROSELAWN AVE","9","64","2020-10-28","88","Evaluation needs to be conducted in 3 years","19","5","5","5","4","4","4","4","4","5","N/A","4","5","5","5","4","4","4","4","4","5","N0833","43.705715201","-79.425361614","310799.649","4840421.205"
2375785,"4152955","2017","2020","1959","PRIVATE","04","Parkdale-High Park","29 SPENCER AVE","6","54","2020-10-28","70","Evaluation needs to be conducted in 2 years","18","4","3","5","3","3","3","N/A","4","3","3","4","4","4","3","4","3","4","4","2","N/A","S0437","43.634901103","-79.429121805","310503.215","4832553.752"
2375786,"4153567","2017","2020","1985","TCHC","13","Toronto Centre","123 SACKVILLE ST","3","20","2020-10-28","75","Evaluation needs to be conducted in 2 years","16","3","4","4","4","4","4","4","3","N/A","N/A","4","3","5","3","4","3","N/A","4","N/A","4","S1330","43.6570898108","-79.3615276679","315953.471","4835024.718"
2375787,"4156772","2017","2020","2015","TCHC","13","Toronto Centre","180 SACKVILLE ST","9","83","2020-10-28","94","Evaluation needs to be conducted in 3 years","19","5","5","5","4","5","4","5","4","4","5","5","5","5","5","5","4","N/A","5","4","5","S1330",NA,NA,"315865.16","4835184.93"
2375788,"4156706","2017","2020","2013","TCHC","13","Toronto Centre","230 SACKVILLE ST","10","155","2020-10-28","93","Evaluation needs to be conducted in 3 years","20","5","5","5","4","5","4","5","4","4","4","5","5","5","5","5","4","5","5","4","5","S1330",NA,NA,"315831.119","4835315.526"
2375789,"4155152","2017","2020","1974","PRIVATE","05","York South-Weston","150 ROSEMOUNT AVE","5","31","2020-10-28","75","Evaluation needs to be conducted in 2 years","17","4","4","5","4","3","3","N/A","4","3","N/A","4","4","5","4","3","3","4","4","3","N/A","W0525","43.7040852648","-79.519805739","303188.223","4840236.751"
2375790,"4167685","2017","2020","1948","TCHC","13","Toronto Centre","295 SACKVILLE ST","3","48","2020-10-28","65","Evaluation needs to be conducted in 1 year","16","3","3","4","3","4","4","N/A","3","N/A","N/A","3","3","5","3","3","3","2","3","3","N/A","S1330","43.661707767","-79.36326298","315813.619","4835552.43"
2375791,"4154219","2017","2020","1965","PRIVATE","07","Humber River-Black Creek","99 MATTSON RD","4","30","2020-10-28","61","Evaluation needs to be conducted in 1 year","18","2","3","3","3","3","3","N/A","2","3","3","3","3","5","3","4","3","3","4","2","N/A","W0734","43.722654944","-79.5130447411","303733.493","4842299.549"
2375792,"4155161","2017","2020","1970","PRIVATE","05","York South-Weston","1906-1930 WESTON RD","12","112","2020-10-28","78","Evaluation needs to be conducted in 2 years","19","4","3","5","5","3","5","4","3","4","4","4","5","4","3","4","3","3","4","4","N/A","W0524","43.7002003087","-79.5172673603","303392.674","4839805.124"
2375793,"4154254","2017","2020","1961","PRIVATE","07","Humber River-Black Creek","3266 WESTON RD","4","59","2020-10-27","64","Evaluation needs to be conducted in 1 year","18","3","3","3","3","3","3","N/A","3","3","4","3","3","5","3","3","3","3","4","3","N/A","W0727","43.7407950655","-79.5403431231","301535.061","4844315.545"
2375794,"4156298","2018","2020","1969","TCHC","10","Spadina-Fort York","170 VANAULEY WALK","6","40","2020-10-27","64","Evaluation needs to be conducted in 1 year","18","3","3","4","2","N/A","4","3","4","3","3","3","4","3","3","3","4","3","3","3","N/A","S1023","43.651687962","-79.400557945","312805.773","4834421"
2375795,"4154348","2017","2020","1950","PRIVATE","05","York South-Weston","2434 KEELE ST","3","12","2020-10-27","69","Evaluation needs to be conducted in 2 years","15","3","4","2","3","3","3","N/A","3","N/A","N/A","3","3","5","4","4","5","N/A","4","3","N/A","W0526","43.7112636498","-79.4790421102","306473.414","4841034.147"
2375796,"4154339","2018","2020","1967","PRIVATE","05","York South-Weston","2460 KEELE ST","8","57","2020-10-27","71","Evaluation needs to be conducted in 2 years","19","4","3","5","3","3","3","3","3","3","3","4","4","5","3","3","4","3","3","5","N/A","W0526","43.7125446153","-79.4793858958","306445.675","4841176.448"
2375797,"4153047","2017","2020","1970","PRIVATE","04","Parkdale-High Park","109 INDIAN RD","8","38","2020-10-27","79","Evaluation needs to be conducted in 2 years","19","4","4","5","4","4","5","4","4","4","3","4","3","5","4","3","4","4","4","3","N/A","S0434","43.6433287042","-79.4525126324","308615.591","4833487.768"
2375798,"4154642","2017","2020","1969","PRIVATE","06","York Centre","4 GOLDFINCH CRT","12","95","2020-10-27","68","Evaluation needs to be conducted in 2 years","19","4","4","5","3","4","4","4","4","4","2","2","2","4","3","4","3","2","4","3","N/A","N0624","43.7701314471","-79.4494799439","308851.855","4847575.071"
2375799,"4793995","2020","2020","1896","PRIVATE","11","University-Rosedale","55 MADISON AVE","4","12","2020-10-27","71","Evaluation needs to be conducted in 2 years","15","3","3","4","3","3","3","N/A","4","N/A","N/A","3","3","5","4","3","4","N/A","4","4","N/A","S1127","43.6700017507","-79.4035877513","312559.238","4836454.34"
2375800,"4155591","2017","2020","1968","TCHC","09","Davenport","61 PELHAM PARK GDNS","17","352","2020-10-27","59","Evaluation needs to be conducted in 1 year","20","3","4","4","2","3","3","3","3","2","3","2","4","2","3","3","3","3","3","3","3","S0926","43.66925972","-79.457795659","308187.607","4836369.289"
2375801,"4154615","2017","2020","1950","PRIVATE","06","York Centre","229 PANNAHILL RD","3","12","2020-10-27","91","Evaluation needs to be conducted in 3 years","16","4","5","5","4","5","4","N/A","4","N/A","N/A","4","5","5","4","5","5","5","4","5","N/A","N0624","43.7603575234","-79.4631757419","307749.723","4846488.654"
2375802,"4244920","2017","2020","2017","PRIVATE","12","Toronto-St. Paul's","118 BALLIOL ST","30","342","2020-10-27","98","Evaluation needs to be conducted in 3 years","19","5","5","5","5","N/A","5","5","3","5","5","5","5","5","5","5","5","5","5","5","5","S1233",NA,NA,"313430.374","4839608.751"
2375803,"4154649","2017","2020","1961","PRIVATE","06","York Centre","4854 BATHURST ST","6","71","2020-10-27","81","Evaluation needs to be conducted in 2 years","19","4","4","5","4","4","4","4","4","4","4","4","3","5","4","4","4","4","4","4","N/A","N0624","43.7711135877","-79.442973232","309375.6","4847684.513"
2375804,"4154631","2017","2020","1969","PRIVATE","06","York Centre","6010 BATHURST ST","12","120","2020-10-27","76","Evaluation needs to be conducted in 2 years","20","4","4","5","3","4","3","3","4","3","4","3","5","5","4","4","4","3","4","3","4","N0622","43.7862798518","-79.4468276481","309064.241","4849369.232"
2375805,"4244923","2017","2020","1963","PRIVATE","01","Etobicoke North","60 ESTHER LORRIE DR","7","97","2020-10-27","92","Evaluation needs to be conducted in 3 years","17","5","5","5","4","5","3","N/A","5","5","N/A","4","5","5","4","5","5","4","5","4","N/A","W0129","43.731696421","-79.578498513","298460.499","4843307.933"
2375806,"4155309","2017","2020","1959","PRIVATE","03","Etobicoke-Lakeshore","22 BURNHAMTHORPE RD","5","42","2020-10-27","73","Evaluation needs to be conducted in 2 years","18","3","3","5","3","5","3","N/A","4","4","3","4","2","5","3","4","3","4","3","5","N/A","W0321","43.6482360213","-79.5303517586","302335.758","4834032.463"
2375807,"4155308","2017","2020","1959","PRIVATE","03","Etobicoke-Lakeshore","24 BURNHAMTHORPE RD","5","42","2020-10-27","74","Evaluation needs to be conducted in 2 years","18","3","3","4","3","4","4","N/A","3","3","3","3","3","5","4","3","4","5","5","5","N/A","W0321","43.6484303117","-79.5307642021","302302.494","4834054.061"
2375808,"4154630","2017","2020","1970","PRIVATE","06","York Centre","5 FISHERVILLE RD","17","202","2020-10-27","83","Evaluation needs to be conducted in 2 years","20","5","4","5","5","4","5","4","4","5","4","4","5","5","3","4","4","3","4","3","3","N0622","43.7893811504","-79.4481218058","308959.834","4849713.707"
2375809,"4154629","2017","2020","1970","PRIVATE","06","York Centre","25 FISHERVILLE RD","18","221","2020-10-27","88","Evaluation needs to be conducted in 3 years","19","5","5","5","4","4","4","4","4","4","5","4","5","5","4","4","5","5","4","4","N/A","N0622","43.7888747395","-79.4489791313","308890.874","4849657.401"
2375810,"4155202","2017","2020","1990","SOCIAL HOUSING","04","Parkdale-High Park","4049 DUNDAS ST W","12","208","2020-10-27","75","Evaluation needs to be conducted in 2 years","19","4","4","4","4","4","5","3","4","3","4","4","4","4","4","3","3","3","4","3","N/A","S0421","43.6634553526","-79.5037202734","304484.24","4835722.738"
2375811,"4155590","2017","2020","1959","TCHC","09","Davenport","1525 DUNDAS ST W","6","106","2020-10-27","67","Evaluation needs to be conducted in 2 years","19","3","4","4","3","4","3","3","3","3","N/A","3","4","4","3","3","4","3","4","3","3","S0936","43.6491637907","-79.4324188308","310236.184","4834137.085"
2375812,"4153014","2017","2020","1930","PRIVATE","04","Parkdale-High Park","122 DOWLING AVE","5","27","2020-10-27","74","Evaluation needs to be conducted in 2 years","14","4","4","5","3","3","5","N/A","4","N/A","N/A","3","3","5","3","3","3","N/A","4","N/A","N/A","S0436","43.6367650301","-79.4389483513","309710.453","4832759.28"
2375813,"4168793","2017","2020","1962","PRIVATE","06","York Centre","25 CANYON AVE","21","117","2020-10-27","87","Evaluation needs to be conducted in 3 years","20","4","5","5","4","5","4","4","4","5","5","5","4","4","4","5","4","4","4","3","5","N0624","43.757154574","-79.436224864",NA,NA
2375814,"4155378","2017","2020","1968","PRIVATE","02","Etobicoke Centre","4340 BLOOR ST W","15","88","2020-10-27","83","Evaluation needs to be conducted in 2 years","18","4","5","5","4","4","5","N/A","5","4","2","4","5","5","5","3","3","5","4","3","N/A","W0233","43.632109972","-79.576154353","298639.087","4832244.112"
2375815,"4244917","2017","2020","2017","PRIVATE","12","Toronto-St. Paul's","99 DAVISVILLE AVE","14","179","2020-10-27","97","Evaluation needs to be conducted in 3 years","19","5","5","5","5","N/A","4","5","3","5","5","5","5","5","5","5","5","5","5","5","5","S1233",NA,NA,"313417.998","4839660.997"
2375816,"4253833","2018","2020","1960","PRIVATE","04","Parkdale-High Park","1 CLAUDE AVE","3","30","2020-10-27","77","Evaluation needs to be conducted in 2 years","14","4","4","5","3","3","5","N/A","4","N/A","N/A","4","4","4","3","3","4","N/A","4","N/A","N/A","S0434","43.639823941","-79.451749578","308677.112","4833099.385"
2375817,"4155911","2017","2020","1971","PRIVATE","01","Etobicoke North","22 WILLOWRIDGE RD","16","132","2020-10-27","73","Evaluation needs to be conducted in 2 years","18","3","4","5","3","3","3","4","2","4","N/A","4","4","5","3","3","4","5","3","4","N/A","W0137","43.674963269","-79.5693913161","299189.134","4837003.506"
2375818,"4154261","2017","2020","1969","PRIVATE","07","Humber River-Black Creek","35 TOBERMORY DR","11","138","2020-10-27","71","Evaluation needs to be conducted in 2 years","18","3","3","3","3","4","3","3","4","4","N/A","3","3","5","3","4","4","4","4","4","N/A","W0725","43.761263869","-79.509638013","304008.298","4846589.696"
2375819,"4154337","2017","2020","1955","PRIVATE","05","York South-Weston","2548 KEELE ST","3","12","2020-10-27","78","Evaluation needs to be conducted in 2 years","16","3","4","5","4","3","3","N/A","5","N/A","4","4","4","5","3","4","4","N/A","4","3","N/A","W0526","43.7157152364","-79.4800398693","306392.893","4841528.671"
2375820,"4154336","2017","2020","1955","PRIVATE","05","York South-Weston","2550 KEELE ST","3","12","2020-10-27","78","Evaluation needs to be conducted in 2 years","16","3","4","5","4","3","3","N/A","5","N/A","4","4","4","5","3","4","4","N/A","4","3","N/A","W0526","43.715924264","-79.4800852491","306389.231","4841551.892"
2375821,"4154335","2017","2020","1954","PRIVATE","05","York South-Weston","2552 KEELE ST","4","29","2020-10-27","82","Evaluation needs to be conducted in 2 years","17","4","4","5","4","4","4","N/A","4","N/A","4","4","4","5","3","4","4","5","4","4","N/A","W0526","43.7163206663","-79.4802113728","306379.058","4841595.928"
2375822,"4154651","2017","2020","1962","PRIVATE","06","York Centre","4 MASCOT PL","4","70","2020-10-27","78","Evaluation needs to be conducted in 2 years","18","4","4","5","4","4","4","N/A","4","4","3","4","4","5","3","4","3","4","4","3","N/A","N0624","43.7703715796","-79.4436799328","309318.763","4847602.04"
2375823,"4154253","2017","2020","1961","PRIVATE","07","Humber River-Black Creek","3286 WESTON RD","4","55","2020-10-27","63","Evaluation needs to be conducted in 1 year","18","3","3","3","3","3","3","N/A","3","3","3","3","3","5","3","3","3","3","4","3","N/A","W0727","43.7416741492","-79.5406112434","301513.513","4844413.218"
2375824,"4154216","2017","2020","1973","PRIVATE","07","Humber River-Black Creek","1748 WILSON AVE","3","10","2020-10-26","76","Evaluation needs to be conducted in 2 years","16","3","3","3","4","4","4","N/A","3","N/A","N/A","3","3","5","4","5","4","4","4","5","N/A","W0734","43.7197126113","-79.5155827763","303528.939","4841972.723"
2375825,"4154217","2017","2020","1967","PRIVATE","07","Humber River-Black Creek","1750 WILSON AVE","3","10","2020-10-26","76","Evaluation needs to be conducted in 2 years","17","4","4","3","3","4","4","N/A","4","N/A","4","3","3","5","4","4","4","3","5","4","N/A","W0734","43.7196469123","-79.5158634781","303506.321","4841965.429"
2375826,"4154210","2017","2020","1954","PRIVATE","07","Humber River-Black Creek","1780 WILSON AVE","3","31","2020-10-26","65","Evaluation needs to be conducted in 1 year","15","3","3","3","3","3","3","N/A","3","N/A","N/A","3","3","5","4","3","3","N/A","4","3","N/A","W0734","43.7191256895","-79.5181150514","303324.903","4841907.561"
2375827,"4155460","2017","2020","1970","PRIVATE","01","Etobicoke North","40 STEVENSON RD","13","176","2020-10-26","76","Evaluation needs to be conducted in 2 years","18","2","3","5","4","5","4","4","4","4","N/A","3","5","4","4","3","3","4","3","4","N/A","W0123","43.744225114","-79.585660851","297884.978","4844700.386"
2375828,"4154212","2018","2020","1953","PRIVATE","07","Humber River-Black Creek","1740 WILSON AVE","3","10","2020-10-26","63","Evaluation needs to be conducted in 1 year","16","3","3","3","3","3","3","N/A","3","N/A","N/A","3","3","4","3","3","3","3","4","3","N/A","W0734","43.7199693084","-79.5144469829","303620.457","4842001.222"
2375829,"4154213","2017","2020","1950","PRIVATE","07","Humber River-Black Creek","1742 WILSON AVE","3","10","2020-10-26","68","Evaluation needs to be conducted in 2 years","17","3","3","4","3","3","3","N/A","3","N/A","3","4","3","4","4","4","3","4","4","3","N/A","W0734","43.71990129","-79.5147268403","303597.907","4841993.67"
2375830,"4154214","2017","2020","1950","PRIVATE","07","Humber River-Black Creek","1744 WILSON AVE","3","10","2020-10-26","64","Evaluation needs to be conducted in 1 year","17","3","3","4","2","3","3","N/A","3","N/A","3","3","3","5","4","2","2","4","4","3","N/A","W0734","43.7198292201","-79.5150038908","303575.583","4841985.668"
2375831,"4817599","2020","2020","1900","PRIVATE","12","Toronto-St. Paul's","595 ST CLAIR AVE W","3","15","2020-10-26","63","Evaluation needs to be conducted in 1 year","13","3","3","3","3","N/A","3","N/A","5","N/A","N/A","3","3","3","3","3","3","N/A","3","N/A","N/A","S1235","43.6821585882","-79.4220166514","311071.858","4837803.382"
2375832,"4155009","2017","2020","1950","PRIVATE","09","Davenport","22 ROBINA AVE","3","20","2020-10-26","69","Evaluation needs to be conducted in 2 years","15","4","3","4","3","3","4","N/A","3","N/A","3","3","4","5","3","4","3","N/A","3","N/A","N/A","S0925","43.6807571729","-79.4354334131","309990.194","4837646.768"
2375833,"4155097","2017","2020","1951","PRIVATE","05","York South-Weston","40 CLEARVIEW HTS","4","37","2020-10-26","79","Evaluation needs to be conducted in 2 years","17","4","4","5","4","3","5","N/A","3","N/A","3","5","4","5","4","4","4","3","4","3","N/A","W0532","43.6930985864","-79.480237838","306377.496","4839016.071"
2375834,"4155098","2017","2020","1951","PRIVATE","05","York South-Weston","50 CLEARVIEW HTS","4","37","2020-10-26","78","Evaluation needs to be conducted in 2 years","17","4","4","5","4","4","4","N/A","3","N/A","4","4","4","5","4","4","3","3","4","3","N/A","W0532","43.693048881","-79.480938758","306320.732","4839011.492"
2375835,"4155099","2017","2020","1951","PRIVATE","05","York South-Weston","60 CLEARVIEW HTS","4","37","2020-10-26","82","Evaluation needs to be conducted in 2 years","17","4","4","5","4","4","4","N/A","3","N/A","5","5","5","4","4","4","4","3","4","4","N/A","W0532","43.692977471","-79.48134741","306287.792","4839003.552"
2375836,"4155100","2017","2020","1951","PRIVATE","05","York South-Weston","70 CLEARVIEW HTS","4","47","2020-10-26","85","Evaluation needs to be conducted in 2 years","17","4","4","5","5","4","4","N/A","3","N/A","4","5","5","5","4","4","4","4","4","4","N/A","W0532","43.69279777","-79.481595405","306267.805","4838983.584"
2375837,"4155101","2017","2020","1951","PRIVATE","05","York South-Weston","80 CLEARVIEW HTS","4","36","2020-10-26","84","Evaluation needs to be conducted in 2 years","17","3","4","5","5","4","4","N/A","4","N/A","4","5","5","5","4","4","4","4","4","3","N/A","W0532","43.693064312","-79.482178967","306220.758","4839013.187"
2375838,"4155112","2017","2020","1915","PRIVATE","05","York South-Weston","83 CLEARVIEW HTS","3","40","2020-10-26","71","Evaluation needs to be conducted in 2 years","15","3","4","5","3","3","3","N/A","4","N/A","N/A","3","3","4","4","3","3","N/A","4","4","N/A","W0532","43.692623122","-79.48295506","306158.205","4838964.161"
2375839,"4155096","2017","2020","1960","PRIVATE","05","York South-Weston","30 CLEARVIEW HTS","4","25","2020-10-26","79","Evaluation needs to be conducted in 2 years","16","3","4","5","4","3","4","N/A","3","N/A","N/A","4","5","5","4","4","4","3","4","4","N/A","W0532","43.6932353032","-79.4795788454","306430.615","4839031.266"
2375840,"4154345","2017","2020","1963","PRIVATE","05","York South-Weston","1550 LAWRENCE AVE W","7","96","2020-10-26","71","Evaluation needs to be conducted in 2 years","19","3","3","4","3","3","4","3","4","4","3","3","3","5","4","4","4","4","3","3","N/A","W0526","43.707214984","-79.486164406","305899.264","4840585.216"
2375841,"4154346","2017","2020","1962","PRIVATE","05","York South-Weston","1560 LAWRENCE AVE W","6","90","2020-10-26","77","Evaluation needs to be conducted in 2 years","19","3","5","5","3","3","4","4","4","4","4","3","4","5","4","4","4","4","3","3","N/A","W0526","43.706628986","-79.487496518","305791.914","4840520.101"
2375842,"4155019","2017","2020","1950","PRIVATE","09","Davenport","370 WESTMOUNT AVE","3","29","2020-10-26","68","Evaluation needs to be conducted in 2 years","15","3","3","4","3","3","4","N/A","3","N/A","N/A","3","4","5","3","3","3","N/A","4","3","N/A","S0925","43.6852037341","-79.4451995496","309202.478","4838140.205"
2375843,"4155017","2017","2020","1953","PRIVATE","09","Davenport","375 WESTMOUNT AVE","3","30","2020-10-26","75","Evaluation needs to be conducted in 2 years","15","3","4","4","4","4","3","N/A","3","N/A","N/A","4","4","5","4","4","4","N/A","4","2","N/A","S0925","43.6853681994","-79.4445572925","309254.249","4838158.509"
2375844,"4154354","2017","2020","1960","PRIVATE","05","York South-Weston","2418 KEELE ST","3","11","2020-10-26","53","Evaluation needs to be conducted in 1 year","16","2","4","3","2","2","3","N/A","2","N/A","1","2","2","5","3","3","3","N/A","3","2","N/A","W0526","43.7100135211","-79.4787756914","306494.919","4840895.271"
2375845,"4154353","2017","2020","1958","PRIVATE","05","York South-Weston","2420 KEELE ST","3","11","2020-10-26","81","Evaluation needs to be conducted in 2 years","16","4","4","5","4","3","4","N/A","5","N/A","4","4","3","5","3","5","4","N/A","4","4","N/A","W0526","43.7102484483","-79.4788199831","306491.343","4840921.369"
2375846,"4154350",NA,"2020",NA,"PRIVATE","05","York South-Weston","2430 KEELE ST","3","12","2020-10-26","72","Evaluation needs to be conducted in 2 years","15","3","4","5","3","3","3","N/A","3","N/A","N/A","3","3","5","4","4","4","N/A","4","3","N/A","W0526","43.71081061","-79.4788967213","306483.424","4841002.355"
2375847,"4155013","2017","2020","1930","PRIVATE","09","Davenport","240 NORTHCLIFFE BLVD","4","46","2020-10-26","75","Evaluation needs to be conducted in 2 years","15","4","4","4","3","2","4","N/A","4","N/A","N/A","3","4","5","3","5","3","N/A","4","4","N/A","S0925","43.6834994432","-79.4433736309","309349.814","4837950.959"
2375848,"4154355",NA,"2020","1954","PRIVATE","05","York South-Weston","2416 KEELE ST","3","17","2020-10-26","68","Evaluation needs to be conducted in 2 years","16","3","4","4","3","2","4","N/A","3","N/A","3","4","4","5","3","3","3","N/A","3","3","N/A","W0526","43.7097870925","-79.4788512552","306488.836","4840870.115"
2375849,"4153187","2017","2020","1960","PRIVATE","11","University-Rosedale","44 WALMER RD","13","85","2020-10-25","77","Evaluation needs to be conducted in 2 years","19","5","4","4","3","4","4","4","3","4","4","3","4","5","4","3","3","5","4","3","N/A","S1126","43.669071979","-79.406941997","312288.598","4836351.698"
2375850,"4153188","2017","2020","1961","PRIVATE","11","University-Rosedale","40 WALMER RD","4","33","2020-10-25","69","Evaluation needs to be conducted in 2 years","15","3","3","4","3","N/A","3","N/A","3","N/A","N/A","3","4","5","3","4","3","4","4","3","N/A","S1126","43.668763043","-79.406936141","312289.108","4836317.377"
2375851,"4153179","2017","2020","1971","PRIVATE","11","University-Rosedale","34 WALMER RD","10","61","2020-10-25","85","Evaluation needs to be conducted in 2 years","20","4","4","4","5","4","3","4","4","5","4","4","5","5","4","4","4","4","4","5","5","S1126","43.668157441","-79.406612526","312315.279","4836250.126"
2375852,"4153174","2017","2020","1970","PRIVATE","11","University-Rosedale","15 WALMER RD","10","78","2020-10-25","74","Evaluation needs to be conducted in 2 years","17","4","4","5","3","N/A","4","N/A","2","3","3","3","5","5","3","4","4","3","4","4","N/A","S1126","43.6676214521","-79.4054920342","312405.966","4836189.727"
2375853,"4221280","2017","2020","1965","PRIVATE","11","University-Rosedale","6-10 WALMER RD","18","131","2020-10-25","78","Evaluation needs to be conducted in 2 years","19","4","4","4","4","3","3","5","2","4","5","4","4","5","4","4","4","3","4","4","N/A","S1126","43.666995001","-79.406173702","312350.807","4836121.022"
2375854,"4155462","2019","2020","1970","PRIVATE","01","Etobicoke North","41 GARFELLA DR","12","95","2020-10-25","77","Evaluation needs to be conducted in 2 years","18","4","5","4","3","4","5","3","2","4","N/A","4","5","5","4","3","3","4","4","3","N/A","W0123","43.7441364184","-79.5943268787","297187.256","4844690.351"
2375855,"4153761","2017","2020","1999","PRIVATE","12","Toronto-St. Paul's","268 MERTON ST","5","38","2020-10-24","82","Evaluation needs to be conducted in 2 years","19","5","5","5","3","3","4","3","4","3","3","4","4","5","5","4","4","5","4","5","N/A","S1233","43.6981035564","-79.38800394","313811.835","4839577.992"
2375856,"4153019","2017","2020","1959","PRIVATE","04","Parkdale-High Park","166 JAMESON AVE","8","61","2020-10-23","76","Evaluation needs to be conducted in 2 years","17","4","4","5","4","4","4","N/A","4","4","N/A","4","4","5","3","3","4","3","3","3","N/A","S0436","43.6379895083","-79.4367678371","309886.286","4832895.432"
2375857,"4154468","2017","2020","1967","PRIVATE","07","Humber River-Black Creek","170 SENTINEL RD","4","60","2020-10-23","76","Evaluation needs to be conducted in 2 years","19","4","3","3","3","4","4","4","3","3","4","4","4","5","4","4","5","4","4","3","N/A","W0731","43.75162192","-79.4974696596","304988.387","4845517.507"
